id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3902300350,8/6/2014,606000.0,4,2.25,2390,8858,1.0,NO,NONE,Good,8 Good,1740,650.0,1979,0.0,98033,47.6925,-122.184,2240,8858
6392003490,7/23/2014,433500.0,3,1.0,1230,6000,1.0,NO,NONE,Good,7 Average,780,450.0,1937,0.0,98115,47.6839,-122.281,1570,5000
3342700465,1/23/2015,250000.0,3,1.5,2840,10182,1.0,NO,NONE,Average,8 Good,1510,1330.0,1951,0.0,98056,47.523999999999994,-122.2,2210,9669
2592210160,8/5/2014,719000.0,3,2.5,2120,9307,2.0,,NONE,Good,9 Better,2120,0.0,1984,0.0,98006,47.5477,-122.141,2290,11524
616000160,12/10/2014,381000.0,3,2.0,1770,14400,1.0,NO,NONE,Good,8 Good,1770,0.0,1959,0.0,98166,47.415,-122.337,1900,14400
1687000270,5/28/2014,267000.0,3,2.5,2495,4400,2.0,NO,NONE,Average,8 Good,2495,0.0,2007,,98001,47.288000000000004,-122.28299999999999,2434,4400
4102000075,5/22/2014,275000.0,1,0.75,1170,14149,1.0,NO,NONE,Very Good,7 Average,880,290.0,1962,0.0,98022,47.2653,-121.91,1130,24513
8078460550,5/13/2014,651000.0,4,2.5,2740,7140,2.0,NO,NONE,Average,8 Good,2740,0.0,1993,0.0,98074,47.6334,-122.021,2260,7035
2710600070,2/4/2015,439000.0,2,1.0,1050,5671,1.0,NO,NONE,Average,7 Average,850,200.0,1949,0.0,98115,47.6767,-122.286,1850,5243
37000435,2/14/2015,325000.0,2,1.0,1130,5070,1.0,NO,NONE,Good,7 Average,1130,0.0,1955,0.0,98146,47.5141,-122.37700000000001,860,6300
5100401414,5/2/2014,490000.0,2,1.0,880,6380,1.0,NO,NONE,Average,7 Average,880,0.0,1938,1994.0,98115,47.6924,-122.322,1340,6380
5631500254,10/7/2014,519900.0,4,2.5,2403,6172,2.0,NO,NONE,Average,9 Better,2403,0.0,1999,0.0,98028,47.7361,-122.234,2380,6075
8567300140,7/23/2014,545000.0,4,2.75,3410,35040,2.0,NO,NONE,Average,9 Better,3410,0.0,1984,0.0,98038,47.4054,-122.03,2580,37263
98000060,7/14/2014,1060000.0,4,4.0,5320,20041,2.0,NO,NONE,Average,11 Excellent,5320,0.0,2003,0.0,98075,47.5852,-121.96600000000001,4640,17268
2205500400,5/14/2014,542000.0,4,1.75,1900,8250,1.0,NO,NONE,Good,7 Average,950,950.0,1955,,98006,47.5765,-122.147,1480,8360
1726069084,12/8/2014,465000.0,4,1.75,1810,21650,2.0,NO,NONE,Good,7 Average,1810,0.0,1961,0.0,98077,47.7358,-122.07600000000001,2700,29680
8682291840,3/31/2015,408000.0,2,2.0,1200,3900,1.0,,NONE,Average,8 Good,1200,0.0,2006,0.0,98053,47.72,-122.024,1440,5580
5003600240,12/4/2014,292000.0,4,2.5,2060,5950,2.0,NO,NONE,Average,8 Good,2060,0.0,2000,0.0,98030,47.3631,-122.19200000000001,2242,6406
5636000400,5/7/2014,253000.0,3,1.75,1250,10122,1.0,NO,NONE,Average,7 Average,1250,0.0,1994,0.0,98010,47.3277,-122.001,1980,10175
3298700125,9/5/2014,280000.0,2,1.0,910,4662,1.0,NO,NONE,Very Good,6 Low Average,910,0.0,1942,0.0,98106,47.5232,-122.354,890,6050
7880000060,6/4/2014,658588.0,3,2.25,2560,41346,2.0,NO,NONE,Average,10 Very Good,2560,0.0,1986,0.0,98027,47.4871,-122.065,3040,35395
7811200310,12/16/2014,635000.0,4,2.25,1920,8910,1.0,,NONE,Good,8 Good,1200,720.0,1969,0.0,98005,47.5897,-122.156,2250,8800
5255690160,10/9/2014,439000.0,4,2.25,2240,8300,2.0,,NONE,Average,8 Good,2240,0.0,1978,0.0,98011,47.7746,-122.197,2340,8500
869700320,8/6/2014,300000.0,3,2.5,1260,3855,2.0,NO,NONE,Average,8 Good,1260,0.0,1999,0.0,98059,47.4908,-122.154,1310,3344
6052401631,2/5/2015,345000.0,3,1.5,1360,13496,1.0,NO,NONE,Good,8 Good,1360,0.0,1960,0.0,98198,47.4032,-122.314,1900,10538
5089700260,8/12/2014,283500.0,4,2.25,2100,8050,2.0,NO,NONE,Average,8 Good,2100,0.0,1978,0.0,98055,47.4391,-122.193,2190,7700
9473200105,9/24/2014,425000.0,2,1.0,2110,4920,1.5,,NONE,Average,7 Average,1460,650.0,1911,0.0,98103,47.6872,-122.339,1390,4732
6678900140,3/19/2015,685000.0,3,1.75,2210,8955,1.0,NO,FAIR,Average,8 Good,1560,650.0,1974,0.0,98033,47.6621,-122.189,2210,8976
9552700550,4/21/2015,750000.0,3,2.5,2360,12987,2.0,NO,NONE,Average,8 Good,2360,0.0,1983,0.0,98006,47.5471,-122.149,2480,11665
2171400218,4/16/2015,245000.0,4,1.5,1280,8000,1.0,NO,NONE,Average,6 Low Average,1280,0.0,1960,0.0,98178,47.4949,-122.255,1420,8211
9122001231,4/3/2015,585444.0,6,3.75,2740,6924,1.0,NO,AVERAGE,Average,7 Average,1640,1100.0,1962,,98144,47.5816,-122.296,1940,6000
6639900012,9/17/2014,706000.0,4,2.5,2740,7571,2.0,NO,NONE,Average,9 Better,2740,0.0,2009,0.0,98033,47.6962,-122.179,2880,7203
8151601090,8/1/2014,445000.0,4,2.0,2630,9099,1.5,NO,NONE,Average,7 Average,1830,800.0,1944,,98146,47.5067,-122.361,1430,6825
6664900260,2/19/2015,241000.0,3,2.0,1650,6000,1.0,NO,NONE,Average,7 Average,1650,0.0,1990,,98023,47.2904,-122.353,1870,6000
7663700030,5/3/2015,1180000.0,2,2.5,1770,7155,2.0,YES,EXCELLENT,Average,8 Good,1770,0.0,1957,,98155,47.7345,-122.285,2410,10476
952000055,2/6/2015,530000.0,3,1.0,1500,5750,1.5,NO,NONE,Good,7 Average,1050,450.0,1927,0.0,98126,47.5677,-122.376,1500,5060
4292300024,3/2/2015,350000.0,3,1.5,1430,12199,1.0,,NONE,Average,7 Average,1130,300.0,1948,0.0,98133,47.7352,-122.33,1490,8196
8073000550,4/15/2015,1700000.0,4,3.75,3190,17186,2.0,YES,EXCELLENT,Average,10 Very Good,3190,0.0,1999,0.0,98178,47.5115,-122.24600000000001,2290,13496
9238450160,4/28/2015,389000.0,3,1.0,1280,9630,1.0,NO,NONE,Average,7 Average,1280,0.0,1968,0.0,98072,47.7677,-122.163,1300,9453
6127600036,11/5/2014,799000.0,4,2.75,2390,6820,2.0,NO,NONE,Good,7 Average,2140,250.0,1945,0.0,98115,47.6788,-122.27,1980,6820
1370801331,8/4/2014,1400000.0,4,2.5,4040,9630,1.0,NO,GOOD,Good,9 Better,2020,2020.0,1951,0.0,98199,47.6408,-122.41,3160,8025
3500100226,12/29/2014,340895.0,2,1.0,920,8612,1.0,NO,NONE,Very Good,7 Average,920,0.0,1947,0.0,98155,47.733999999999995,-122.301,1500,7956
319500570,5/5/2014,780000.0,4,2.5,2730,10281,2.0,NO,AVERAGE,Average,9 Better,2730,0.0,1996,0.0,98074,47.6227,-122.029,2750,7220
3751604974,12/4/2014,350000.0,2,1.5,1320,73600,1.0,NO,NONE,Average,7 Average,1320,0.0,1993,0.0,98001,47.2755,-122.271,1320,33600
7852030320,2/17/2015,470000.0,3,2.5,2620,4874,2.0,NO,NONE,Average,7 Average,2620,0.0,1999,0.0,98065,47.5328,-121.87899999999999,2360,4231
2481630070,1/28/2015,914600.0,4,3.0,3180,80837,2.0,NO,NONE,Average,11 Excellent,3180,0.0,1985,0.0,98072,47.7336,-122.134,3180,38715
4299000030,9/23/2014,354000.0,4,2.5,2900,4762,2.0,NO,NONE,Average,8 Good,2900,0.0,2005,0.0,98042,47.3663,-122.12899999999999,2900,5173
3886902590,2/26/2015,470000.0,5,2.0,1900,6000,1.5,NO,NONE,Good,6 Low Average,1900,0.0,1920,0.0,98033,47.6831,-122.186,2110,8400
9178601000,7/30/2014,715000.0,3,2.0,1760,5400,1.0,NO,NONE,Very Good,7 Average,1160,600.0,1927,0.0,98103,47.6558,-122.331,1640,5400
2861100030,10/7/2014,265000.0,2,1.0,760,4000,1.0,NO,NONE,Good,6 Low Average,760,0.0,1950,0.0,98108,47.5466,-122.304,1640,4500
9471200370,3/30/2015,2540000.0,4,3.0,3710,20000,2.0,NO,AVERAGE,Very Good,10 Very Good,2760,950.0,1936,0.0,98105,47.6696,-122.26100000000001,3970,20000
625049286,8/15/2014,640000.0,3,1.0,1530,4944,1.0,NO,NONE,Average,7 Average,1530,0.0,1950,0.0,98103,47.6857,-122.34100000000001,1500,4944
133000135,11/20/2014,290000.0,4,1.75,1990,18900,2.0,NO,NONE,Good,7 Average,1870,120.0,1929,0.0,98168,47.5131,-122.31299999999999,1710,12400
7214700830,5/13/2014,480000.0,5,4.75,3830,35000,1.0,NO,NONE,Average,8 Good,2130,1700.0,1976,0.0,98077,47.7597,-122.079,2750,36150
4473400045,8/26/2014,535000.0,3,2.0,2040,5600,1.0,NO,FAIR,Very Good,7 Average,1120,920.0,1954,0.0,98144,47.5959,-122.29299999999999,2120,4958
9413600350,8/29/2014,907000.0,3,1.75,2170,12220,1.0,NO,NONE,Very Good,8 Good,2170,0.0,1965,,98033,47.6537,-122.195,1980,9000
1138010520,6/1/2014,459000.0,3,1.75,1620,7330,1.0,NO,NONE,Good,7 Average,1090,530.0,1974,,98034,47.7148,-122.213,1380,7191
7431500341,4/24/2015,1360000.0,3,2.5,3600,21399,1.0,NO,GOOD,Average,9 Better,2310,1290.0,1950,2007.0,98008,47.6191,-122.09899999999999,2830,17559
8830400135,3/5/2015,264950.0,3,1.5,1470,11599,1.0,NO,NONE,Average,7 Average,1070,400.0,1967,0.0,98030,47.3632,-122.18799999999999,1580,9760
5694000710,11/7/2014,352950.0,3,1.0,1760,3000,1.5,NO,NONE,Poor,6 Low Average,1760,0.0,1900,0.0,98103,47.6598,-122.348,1320,1266
1951820070,8/22/2014,491500.0,3,2.25,2230,13100,1.0,NO,NONE,Good,8 Good,1510,720.0,1974,0.0,98006,47.5413,-122.17399999999999,2010,10650
6137500320,6/25/2014,1230000.0,4,3.5,3770,37034,2.0,NO,NONE,Average,10 Very Good,2830,940.0,1989,0.0,98007,47.6463,-122.15100000000001,3200,36342
6703100070,4/6/2015,369500.0,3,1.0,1200,9194,1.0,NO,NONE,Good,7 Average,1200,0.0,1952,,98155,47.7362,-122.319,1330,8650
339350070,3/18/2015,566000.0,3,2.5,2090,6294,2.0,,NONE,Average,9 Better,2090,0.0,2004,0.0,98052,47.68600000000001,-122.095,2520,5735
7399300860,8/25/2014,290000.0,3,2.25,1500,7308,1.0,NO,NONE,Good,7 Average,1210,290.0,1968,0.0,98055,47.4621,-122.18700000000001,1480,7400
8907500070,4/13/2015,5350000.0,5,5.0,8000,23985,2.0,NO,EXCELLENT,Average,12 Luxury,6720,1280.0,2009,0.0,98004,47.6232,-122.22,4600,21750
8651430560,5/22/2014,180000.0,3,1.0,870,5330,1.0,NO,NONE,Average,6 Low Average,870,0.0,1969,,98042,47.369,-122.07700000000001,840,5200
2228900270,8/12/2014,215000.0,2,1.0,1010,6000,1.0,NO,NONE,Good,6 Low Average,1010,0.0,1944,,98133,47.771,-122.353,1610,7313
2228900270,2/12/2015,302000.0,2,1.0,1010,6000,1.0,,NONE,Good,6 Low Average,1010,0.0,1944,0.0,98133,47.771,-122.353,1610,7313
6880200030,4/10/2015,352500.0,3,1.75,1860,7881,1.0,NO,NONE,Average,7 Average,1160,700.0,1986,0.0,98198,47.3855,-122.322,1490,7527
7227501170,6/26/2014,235867.0,4,2.0,1330,5926,1.0,,NONE,Good,5 Fair,1330,0.0,1942,0.0,98056,47.496,-122.19,1150,5485
7504460200,7/17/2014,500000.0,3,2.25,1760,11946,2.0,NO,NONE,Average,8 Good,1760,0.0,1978,,98074,47.623999999999995,-122.05,2080,12068
1559900200,3/26/2015,382000.0,3,2.25,1800,4500,2.0,NO,NONE,Average,7 Average,1800,0.0,1995,0.0,98019,47.7462,-121.98,1760,6589
546000400,4/22/2015,515000.0,5,2.5,1690,2402,1.5,NO,NONE,Average,7 Average,990,700.0,1930,0.0,98117,47.6903,-122.38,1200,4005
1596600060,5/1/2015,250000.0,1,1.0,660,2600,1.0,NO,NONE,Average,6 Low Average,660,0.0,1919,0.0,98144,47.5723,-122.304,1560,5445
6021501920,6/27/2014,672500.0,3,2.25,2400,5300,1.5,,NONE,Good,7 Average,1250,1150.0,1939,0.0,98117,47.6876,-122.384,1540,4800
3275860270,10/22/2014,755000.0,3,2.25,3020,13031,2.0,NO,NONE,Average,9 Better,3020,0.0,1989,,98052,47.6897,-122.098,2480,10204
5457300703,3/20/2015,707500.0,3,1.0,1500,2555,2.0,NO,AVERAGE,Average,7 Average,1500,0.0,1910,0.0,98109,47.626999999999995,-122.353,1820,2555
2919700885,8/26/2014,459000.0,4,2.0,1560,3840,1.0,,NONE,Good,6 Low Average,960,600.0,1924,0.0,98117,47.6882,-122.365,1560,4800
1951500030,2/4/2015,140000.0,3,1.0,1090,10620,1.5,NO,NONE,Average,7 Average,1090,0.0,1959,0.0,98032,47.3748,-122.294,1380,10620
9550200310,8/11/2014,495000.0,2,1.0,970,4284,1.0,NO,NONE,Average,7 Average,970,0.0,1905,,98103,47.6667,-122.333,2050,4284
3630120700,5/13/2014,757000.0,3,3.25,3190,5283,2.0,NO,NONE,Average,9 Better,3190,0.0,2007,0.0,98029,47.5534,-122.00200000000001,2950,5198
3630120700,1/7/2015,765000.0,3,3.25,3190,5283,2.0,NO,NONE,Average,9 Better,3190,0.0,2007,0.0,98029,47.5534,-122.00200000000001,2950,5198
6370000070,9/19/2014,359000.0,4,1.5,1890,6052,1.0,NO,NONE,Good,7 Average,1890,0.0,1955,,98125,47.7055,-122.3,1510,6072
7935000125,6/5/2014,440000.0,3,1.0,1050,7500,1.0,NO,NONE,Average,6 Low Average,1050,0.0,1900,0.0,98136,47.5473,-122.396,1380,7500
3034200058,5/29/2014,400000.0,4,1.5,1390,7200,1.0,,NONE,Average,7 Average,1140,250.0,1965,,98133,47.7224,-122.33200000000001,1630,7702
2856102336,3/25/2015,652000.0,3,2.0,1700,4080,1.0,NO,NONE,Good,7 Average,850,850.0,1941,,98117,47.6785,-122.39299999999999,1480,5100
2523039239,5/30/2014,260000.0,3,1.75,1050,5850,1.0,NO,NONE,Average,7 Average,1050,0.0,1980,0.0,98166,47.4574,-122.35799999999999,1220,8880
5452800310,4/20/2015,1330000.0,5,3.0,3340,10796,1.0,NO,AVERAGE,Average,9 Better,2120,1220.0,1964,1990.0,98040,47.5421,-122.229,3290,12955
2724069070,2/20/2015,519500.0,4,2.0,1540,17859,1.0,NO,NONE,Average,6 Low Average,1540,0.0,1964,0.0,98027,47.5326,-122.03200000000001,1390,9688
6690500320,10/27/2014,650000.0,3,1.0,1710,5992,1.5,NO,NONE,Good,7 Average,1560,150.0,1928,,98103,47.6861,-122.354,1240,3001
2413301070,3/24/2015,280000.0,4,2.25,2100,8075,2.0,NO,NONE,Average,8 Good,2100,0.0,1978,0.0,98003,47.3251,-122.329,2100,7464
1562100030,9/10/2014,515000.0,4,1.75,1730,7980,1.0,NO,NONE,Good,8 Good,1730,0.0,1965,,98007,47.6219,-122.13799999999999,2080,8400
7941140070,3/18/2015,400000.0,3,2.25,1500,2692,2.0,NO,NONE,Average,7 Average,1500,0.0,1986,0.0,98034,47.7159,-122.20299999999999,1470,2418
1703050520,4/14/2015,652100.0,3,2.5,2380,5017,2.0,NO,NONE,Average,9 Better,2380,0.0,2003,0.0,98074,47.6297,-122.021,2670,6066
2412600030,6/23/2014,235000.0,6,3.0,2180,7956,2.0,NO,NONE,Average,7 Average,2180,?,1980,0.0,98003,47.3054,-122.305,2214,7684
5266300140,4/8/2015,701000.0,4,1.5,1840,10080,2.0,NO,NONE,Average,8 Good,1840,0.0,1907,0.0,98118,47.5575,-122.279,1830,5040
11520030,6/24/2014,640000.0,4,2.5,2341,9594,2.0,NO,NONE,Average,9 Better,2341,0.0,1997,,98052,47.6993,-122.115,2850,9421
7202290140,7/28/2014,455800.0,3,2.5,1690,4584,2.0,NO,NONE,Average,7 Average,1690,0.0,2002,,98053,47.6866,-122.04299999999999,1600,3164
8161010060,12/18/2014,504750.0,3,2.5,2490,21937,2.0,NO,NONE,Average,8 Good,2490,0.0,1993,0.0,98014,47.6442,-121.898,2450,21937
8562900710,7/11/2014,483000.0,3,3.0,2440,15540,2.0,NO,NONE,Average,9 Better,2440,0.0,1992,0.0,98074,47.6104,-122.06,2440,15283
8888000055,12/30/2014,530000.0,3,0.75,920,20412,1.0,,AVERAGE,Very Good,6 Low Average,920,0.0,1950,0.0,98070,47.4781,-122.49,1162,54705
3395800295,7/11/2014,250000.0,2,1.0,1030,8786,1.0,NO,NONE,Average,6 Low Average,1030,0.0,1956,0.0,98146,47.4814,-122.34100000000001,1480,8121
5557320030,9/24/2014,229950.0,5,2.75,2000,5885,1.0,,NONE,Average,7 Average,1260,740.0,1994,,98023,47.3155,-122.34700000000001,1960,6514
2909300640,7/23/2014,884744.0,4,3.5,4210,9414,2.0,NO,NONE,Average,9 Better,4210,0.0,2001,,98074,47.6067,-122.022,3950,8880
5202500030,4/1/2015,514000.0,3,1.5,1610,9964,1.0,NO,NONE,Average,7 Average,1080,530.0,1977,0.0,98052,47.6681,-122.14299999999999,1610,9964
5561300640,5/6/2015,532000.0,3,2.25,1910,35015,1.0,NO,NONE,Good,8 Good,1430,480.0,1977,,98027,47.4672,-122.006,2340,36680
3449900030,9/11/2014,423000.0,4,2.5,2660,5539,2.0,NO,NONE,Average,8 Good,2660,0.0,2004,,98059,47.4981,-122.162,2380,5539
952003435,8/26/2014,420000.0,2,1.0,820,4025,1.0,NO,AVERAGE,Very Good,6 Low Average,820,0.0,1922,0.0,98126,47.5649,-122.38,1410,5750
6204200340,11/10/2014,521000.0,3,1.75,1730,18250,1.0,,NONE,Average,8 Good,1730,0.0,1988,0.0,98011,47.736999999999995,-122.20100000000001,2180,10027
1737100830,2/5/2015,577000.0,4,2.25,2360,7490,2.0,NO,NONE,Average,8 Good,2360,0.0,1979,0.0,98033,47.6988,-122.169,2360,7490
2207200520,9/29/2014,425000.0,3,1.0,970,8040,1.0,NO,NONE,Average,7 Average,970,0.0,1956,0.0,98007,47.603,-122.132,1250,7000
3818400060,10/31/2014,495000.0,4,2.5,2460,4862,2.0,,NONE,Average,8 Good,2460,0.0,2004,0.0,98028,47.7719,-122.235,2900,4895
9264960560,10/1/2014,340000.0,3,2.5,2690,8577,2.0,,NONE,Average,9 Better,2690,0.0,1987,0.0,98023,47.3026,-122.351,2570,8066
6362900172,9/23/2014,499950.0,3,3.5,1820,1991,2.0,NO,NONE,Average,8 Good,1430,390.0,2014,0.0,98144,47.596000000000004,-122.29799999999999,1550,1460
9272200810,3/16/2015,1220000.0,4,3.0,3470,4750,2.0,NO,AVERAGE,Average,9 Better,2370,1100.0,2014,0.0,98116,47.5917,-122.38600000000001,2420,4761
3629160060,2/27/2015,720000.0,4,2.75,3370,7634,1.0,,AVERAGE,Very Good,8 Good,2110,1260.0,1977,0.0,98056,47.5259,-122.204,2460,7634
4324200060,3/12/2015,249000.0,3,1.5,1700,8247,1.0,NO,NONE,Average,7 Average,1010,690.0,1970,,98031,47.4216,-122.17399999999999,1440,8400
3830620710,6/13/2014,206135.0,3,1.0,1340,11070,1.0,NO,NONE,Good,7 Average,1340,0.0,1978,0.0,98030,47.3527,-122.178,1650,7630
3276900030,10/6/2014,300000.0,5,2.75,2000,9276,2.0,NO,NONE,Good,7 Average,2000,0.0,1968,,98055,47.443999999999996,-122.19,1240,8270
4058800830,3/18/2015,612000.0,6,3.0,3840,14040,1.5,NO,GOOD,Average,8 Good,2460,1380.0,1949,,98178,47.506,-122.241,2170,6765
6202600070,11/6/2014,1100000.0,5,2.5,3890,27311,2.0,NO,AVERAGE,Average,10 Very Good,3890,0.0,1950,1990.0,98177,47.7291,-122.363,3160,22641
8581200030,2/24/2015,230000.0,4,2.0,1220,9100,1.5,NO,NONE,Good,7 Average,1220,0.0,1970,0.0,98023,47.2964,-122.376,1160,7700
2771601940,5/4/2015,850000.0,3,1.0,2280,4600,1.0,NO,AVERAGE,Average,8 Good,1250,1030.0,1936,0.0,98119,47.6378,-122.37200000000001,1910,4000
2214800270,9/25/2014,355000.0,4,2.5,2770,7000,1.0,NO,NONE,Good,7 Average,1940,830.0,1979,0.0,98001,47.3396,-122.256,2140,7684
7312000240,6/23/2014,442000.0,4,2.5,2520,7253,2.0,,NONE,Average,9 Better,2520,0.0,1990,0.0,98059,47.5148,-122.15899999999999,2570,8359
8562890560,6/26/2014,399000.0,4,3.0,3060,5000,2.0,NO,NONE,Average,8 Good,3060,0.0,2001,0.0,98042,47.3786,-122.126,3060,5668
4136930310,11/6/2014,360000.0,4,2.5,2390,7115,2.0,NO,NONE,Average,9 Better,2390,0.0,1999,0.0,98092,47.2593,-122.22200000000001,2600,7916
1328330350,2/13/2015,390000.0,3,1.75,1320,7725,1.0,NO,NONE,Average,8 Good,1320,0.0,1978,0.0,98058,47.4425,-122.133,2020,7210
5255690060,3/18/2015,413000.0,5,2.5,2900,8711,1.0,NO,NONE,Average,8 Good,1650,1250.0,1977,0.0,98011,47.7752,-122.197,2340,8869
402000260,2/11/2015,190000.0,2,1.0,700,9500,1.0,NO,NONE,Average,6 Low Average,700,0.0,1951,0.0,98118,47.5294,-122.27600000000001,1020,5617
7787110060,10/13/2014,432900.0,3,2.5,2210,9226,2.0,NO,NONE,Average,8 Good,2210,0.0,1998,,98045,47.4849,-121.78200000000001,2430,8902
8651580310,5/28/2014,621138.0,3,2.25,2180,7741,2.0,,NONE,Average,9 Better,2180,0.0,1986,0.0,98074,47.6482,-122.072,2300,8581
3705000060,6/4/2014,270000.0,3,2.25,2080,4252,1.5,NO,NONE,Average,7 Average,1550,530.0,2003,0.0,98042,47.4203,-122.15700000000001,2080,2275
7525410060,1/9/2015,610000.0,4,2.25,2090,35040,1.0,NO,NONE,Average,8 Good,1490,600.0,1980,0.0,98075,47.5739,-122.03200000000001,2910,21132
3295700060,6/2/2014,500000.0,3,2.0,1720,5525,1.0,NO,AVERAGE,Very Good,7 Average,960,760.0,1941,0.0,98108,47.559,-122.29799999999999,1760,5525
8121500060,8/7/2014,715000.0,4,2.25,2460,40635,1.0,NO,NONE,Very Good,8 Good,2460,0.0,1968,,98053,47.6627,-122.03200000000001,2250,40635
3728800320,5/29/2014,264000.0,3,1.5,1470,14821,1.0,NO,NONE,Good,7 Average,1470,0.0,1958,0.0,98042,47.3658,-122.148,1760,15370
6003501535,8/28/2014,550000.0,3,1.75,1650,3200,1.5,NO,NONE,Average,8 Good,1650,0.0,1901,,98102,47.6209,-122.31700000000001,1500,2400
2621750340,10/15/2014,337000.0,3,2.0,1690,9087,1.0,NO,NONE,Average,8 Good,1690,0.0,1997,0.0,98042,47.3724,-122.10799999999999,2090,8100
3445000274,5/13/2015,170000.0,3,1.0,970,8710,1.0,NO,NONE,Good,6 Low Average,970,0.0,1962,0.0,98198,47.4167,-122.302,1280,11805
3288200030,8/29/2014,405000.0,4,2.5,2030,9095,1.0,NO,NONE,Good,7 Average,1130,900.0,1972,0.0,98034,47.7321,-122.185,1940,8000
4188000640,9/11/2014,775000.0,4,2.5,2540,28563,1.0,NO,NONE,Average,10 Very Good,2540,0.0,1984,0.0,98052,47.7185,-122.11399999999999,2790,20301
2558730070,8/25/2014,425000.0,3,2.25,1570,7475,1.0,NO,NONE,Good,7 Average,1200,370.0,1983,0.0,98034,47.7223,-122.17399999999999,1700,7230
7923500060,9/22/2014,713000.0,5,2.75,2580,9242,2.0,NO,AVERAGE,Good,8 Good,1720,860.0,1967,0.0,98007,47.5943,-122.133,2240,9316
8016300030,11/3/2014,555000.0,5,2.5,2090,8712,1.0,NO,NONE,Average,8 Good,1420,670.0,1966,0.0,98008,47.5968,-122.12700000000001,2490,8712
3629920830,5/6/2015,810000.0,4,2.5,3260,5608,2.0,,NONE,Average,9 Better,3260,0.0,2003,0.0,98029,47.5453,-121.995,3010,5608
4054510270,8/27/2014,1250000.0,4,3.75,3830,41263,2.0,NO,NONE,Good,11 Excellent,3830,0.0,1990,0.0,98077,47.7237,-122.042,5600,56568
2864600105,6/24/2014,819000.0,3,3.5,2130,6150,2.0,,AVERAGE,Very Good,8 Good,1530,600.0,1908,0.0,98199,47.6491,-122.405,2040,5381
8165500830,3/27/2015,409900.0,3,2.5,1690,1200,2.0,NO,NONE,Average,8 Good,1410,280.0,2013,0.0,98106,47.5389,-122.367,1690,1760
4395600060,6/30/2014,935000.0,2,2.5,1780,2067,2.0,NO,NONE,Very Good,9 Better,1780,0.0,1974,0.0,98004,47.6132,-122.21,2320,2067
4444800045,4/20/2015,657500.0,4,1.75,1620,7560,1.0,NO,GOOD,Good,7 Average,1380,240.0,1947,0.0,98117,47.6981,-122.4,2170,8650
1115300270,4/28/2015,900000.0,6,3.75,4210,6105,2.0,NO,NONE,Average,9 Better,3280,930.0,2008,0.0,98059,47.5211,-122.15700000000001,3820,6368
5363200200,4/2/2015,932800.0,5,3.25,2980,7095,2.5,NO,NONE,Average,9 Better,2980,0.0,1998,2007.0,98115,47.6919,-122.294,1670,7140
6067900640,4/20/2015,391000.0,3,2.0,1490,9000,1.0,NO,NONE,Good,8 Good,1490,0.0,1977,0.0,98006,47.5455,-122.184,2190,9000
4279200060,12/30/2014,420000.0,4,2.5,2110,9825,2.0,NO,NONE,Average,8 Good,2110,0.0,2000,0.0,98059,47.4979,-122.15299999999999,1650,9900
3425059222,11/24/2014,1300000.0,6,3.5,6563,32670,2.0,NO,NONE,Average,10 Very Good,5153,1410.0,2002,,98005,47.6078,-122.15700000000001,2610,22651
5253300397,4/9/2015,415000.0,3,1.5,1510,16800,1.0,NO,NONE,Very Good,8 Good,1510,0.0,1956,0.0,98133,47.75100000000001,-122.338,1560,7276
1769600204,2/25/2015,350000.0,3,1.75,1830,9425,1.0,NO,NONE,Average,8 Good,1590,240.0,1946,0.0,98146,47.5038,-122.37899999999999,1670,8430
1176001195,6/21/2014,375000.0,2,1.0,1230,1820,2.0,NO,NONE,Good,7 Average,830,400.0,1948,0.0,98107,47.6684,-122.40100000000001,1660,3056
1239400570,11/17/2014,860000.0,3,1.75,2180,14135,1.0,NO,AVERAGE,Very Good,8 Good,1300,880.0,1947,0.0,98033,47.673,-122.18700000000001,3540,10318
6071600270,6/3/2014,495000.0,4,2.25,2220,8872,1.0,NO,NONE,Good,8 Good,1110,1110.0,1961,0.0,98006,47.5491,-122.17,2220,9106
1311100520,4/14/2015,250000.0,4,2.25,1730,8400,1.0,NO,NONE,Average,7 Average,1730,0.0,1962,,98001,47.3386,-122.288,1550,7920
1402200070,10/13/2014,365000.0,4,2.25,1990,21312,1.0,,NONE,Good,8 Good,1990,0.0,1968,,98058,47.43899999999999,-122.14399999999999,2400,19210
1419700270,5/7/2014,503000.0,3,2.75,1540,6760,1.0,NO,NONE,Very Good,7 Average,1210,330.0,1980,0.0,98034,47.7163,-122.212,1540,7416
5126900310,3/25/2015,150000.0,2,1.0,1100,7200,1.0,,NONE,Good,6 Low Average,1100,0.0,1944,,98058,47.4752,-122.17200000000001,1390,7200
8816400885,10/8/2014,450000.0,4,1.75,1640,1480,1.0,NO,NONE,Good,7 Average,820,820.0,1912,0.0,98105,47.6684,-122.314,1420,2342
5412100550,12/8/2014,355000.0,4,3.0,2590,7213,2.0,NO,NONE,Average,8 Good,2590,0.0,2001,0.0,98001,47.2609,-122.289,2550,6800
